alpha,beta,gamma,pop_dif
16.9,0.9,0.30000000000000004,0.6181355624627755
16.9,0.9,0.4,0.0669236843932241
16.9,0.9,0.5,0.3342600859243458
16.9,0.9,0.6000000000000001,0.2334881586284144
16.9,0.9,0.7000000000000001,0.9123766286551277
16.9,0.9,0.8,0.5866010164878757
16.9,0.9,0.9,0.7801155402525087
16.9,0.9,1,0.1724493696423136
16.9,0.9,1.1,0.5168248774430471
16.9,0.9,1.2000000000000002,0.4728307510128595
-1,-1,NA,-1
16.9,0.9,1.4000000000000001,0.8045959648062724
16.9,0.9,1.5,0.5715819390518112
16.9,0.9,1.6,0.49229800527765005
16.9,0.9,1.7000000000000002,0.7193342502001192
16.9,0.9,1.8,0.5191490636238788
16.9,0.9,1.9000000000000001,0.48838496674916154
16.9,0.9,2,0.7934399653897507
16.9,0.9,2.1,0.750471949271504
16.9,0.9,2.2,0.5858310197580082
16.9,0.9,2.3000000000000003,0.6929343862895725
16.9,0.9,2.4000000000000004,0.42224744840146106
16.9,0.9,2.5,0.577801209331384
17,0.9,0,0.300646218171255
17,0.9,0.1,0.13085128845394706
17,0.9,0.2,0.09988180949423611
-1,-1,NA,-1
17,0.9,0.4,0.3146329426828618
17,0.9,0.5,0.22804715839995232
17,0.9,0.6000000000000001,0.1569642432949972
17,0.9,0.7000000000000001,0.6636170511483817
17,0.9,0.8,0.2980954740411563
17,0.9,0.9,0.1302751323670826
17,0.9,1,0.2031041811821439
17,0.9,1.1,0.5676053036323822
17,0.9,1.2000000000000002,0.8463015399413075
-1,-1,NA,-1
17,0.9,1.4000000000000001,0.6686964845400445
17,0.9,1.5,0.5753859913387309
17,0.9,1.6,0.7244568157872255
17,0.9,1.7000000000000002,0.7787521467086301
17,0.9,1.8,0.8770123852962917
17,0.9,1.9000000000000001,0.796457037782427
17,0.9,2,0.7397618767802601
17,0.9,2.1,0.5387172486366942
17,0.9,2.2,0.39268316585675384
17,0.9,2.3000000000000003,0.6822307697739947
17,0.9,2.4000000000000004,0.21409741459148238
17,0.9,2.5,0.7277523965154148
17.1,0.9,0,0.22151686779549487
17.1,0.9,0.1,0.38450010915922245
17.1,0.9,0.2,0.6409365368324291
17.1,0.9,0.30000000000000004,0.596962683382264
17.1,0.9,0.4,0.3753950344975613
17.1,0.9,0.5,0.5788512152895535
17.1,0.9,0.6000000000000001,0.6293718033373997
17.1,0.9,0.7000000000000001,0.3913859847176472
17.1,0.9,0.8,0.46841132199971364
17.1,0.9,0.9,0.16412421742530578
17.1,0.9,1,0.6801525605403099
17.1,0.9,1.1,0.09401085123971203
17.1,0.9,1.2000000000000002,0.6152846660778586
17.1,0.9,1.3,0.43514387974799196
17.1,0.9,1.4000000000000001,0.7388217721117462
17.1,0.9,1.5,0.41194792472340636
17.1,0.9,1.6,0.5006397278960519
17.1,0.9,1.7000000000000002,0.3074383199057169
17.1,0.9,1.8,0.578490188524086
17.1,0.9,1.9000000000000001,0.6433108702274902
17.1,0.9,2,0.7662805440295067
17.1,0.9,2.1,0.22743196653054598
17.1,0.9,2.2,0.7394353021564593
17.1,0.9,2.3000000000000003,0.4681624595536089
17.1,0.9,2.4000000000000004,0.7112233700825803
17.1,0.9,2.5,0.511007688098347
17.2,0.9,0,0.3288520978976777
17.2,0.9,0.1,0.3051026760205991
17.2,0.9,0.2,0.4523362893952883
17.2,0.9,0.30000000000000004,0.1287496362799986
17.2,0.9,0.4,0.44106845093610825
17.2,0.9,0.5,0.5566462464069447
-1,-1,NA,-1
17.2,0.9,0.7000000000000001,0.3094721540339281
17.2,0.9,0.8,0.36818713202918
17.2,0.9,0.9,0.4270335517564172
17.2,0.9,1,0.715926539284041
17.2,0.9,1.1,0.3601631435151175
17.2,0.9,1.2000000000000002,0.47456303305861464
17.2,0.9,1.3,0.7500660583156665
17.2,0.9,1.4000000000000001,0.788382765545591
17.2,0.9,1.5,0.5811365829908671
17.2,0.9,1.6,0.6255261999616283
17.2,0.9,1.7000000000000002,0.48908745030638345
17.2,0.9,1.8,0.7075306789296004
17.2,0.9,1.9000000000000001,0.49451862399906366
17.2,0.9,2,0.7513096768975223
17.2,0.9,2.1,0.37985339521403766
17.2,0.9,2.2,0.5152774248104659
17.2,0.9,2.3000000000000003,0.40117551009269453
17.2,0.9,2.4000000000000004,0.5017918543270861
17.2,0.9,2.5,0.4540226681641206
17.3,0.9,0,0.26969482472125583
17.3,0.9,0.1,0.1973015099778664
17.3,0.9,0.2,0.17684613018343753
17.3,0.9,0.30000000000000004,0.19808954219373787
17.3,0.9,0.4,0.2868006275993211
17.3,0.9,0.5,0.7275361687820052
17.3,0.9,0.6000000000000001,0.567810746871051
17.3,0.9,0.7000000000000001,0.8875016283054601
17.3,0.9,0.8,0.42438119315769374
17.3,0.9,0.9,0.6448202015547976
17.3,0.9,1,0.3092494161656082
17.3,0.9,1.1,0.3973809071588478
17.3,0.9,1.2000000000000002,0.54916686623301
17.3,0.9,1.3,0.58157060675696
17.3,0.9,1.4000000000000001,0.725060553079133
17.3,0.9,1.5,0.5256387209185175
17.3,0.9,1.6,0.5829248818864291
17.3,0.9,1.7000000000000002,0.5760492306845583
17.3,0.9,1.8,0.7055458875569391
17.3,0.9,1.9000000000000001,0.7428873976631187
17.3,0.9,2,0.78861013802697
17.3,0.9,2.1,0.6624361182819815
17.3,0.9,2.2,0.28211649088529567
17.3,0.9,2.3000000000000003,0.637886257915722
17.3,0.9,2.4000000000000004,0.24651571982359433
17.3,0.9,2.5,0.47393501670653276
17.4,0.9,0,0.05285606669205516
17.4,0.9,0.1,0.12551536346116368
17.4,0.9,0.2,0.2169170785214876
17.4,0.9,0.30000000000000004,0.051430605838757235
17.4,0.9,0.4,0.3065183590119907
17.4,0.9,0.5,0.17529502765456437
17.4,0.9,0.6000000000000001,0.049031548321089885
17.4,0.9,0.7000000000000001,0.06853106800126668
17.4,0.9,0.8,0.06966400070011514
17.4,0.9,0.9,0.34423386061334044
17.4,0.9,1,0.47273033636364453
17.4,0.9,1.1,0.26002427729538663
17.4,0.9,1.2000000000000002,0.30374047362412776
17.4,0.9,1.3,0.5893262014047008
17.4,0.9,1.4000000000000001,0.8069874162829964
17.4,0.9,1.5,0.4655828516126203
17.4,0.9,1.6,0.8244465704544531
17.4,0.9,1.7000000000000002,0.7196229097556022
17.4,0.9,1.8,0.787104677519811
17.4,0.9,1.9000000000000001,0.5734850138115906
17.4,0.9,2,0.78861013802697
