tract_new,county,pop100,intptlat,intptlon,tract
051002501,051,8012,35.1157425,-78.8978766,002501
051002503,051,5220,35.135922,-78.8847111,002503
051002504,051,8292,35.1588864,-78.8988172,002504
051002505,051,3427,35.118899,-78.8687018,002505
051002506,051,3419,35.145826,-78.8631113,002506
051002600,051,4754,35.1539086,-78.7702374,002600
051002701,051,2914,35.1326337,-78.6864703,002701
051002702,051,5570,35.0631798,-78.7617011,002702
051002801,051,4457,35.003594,-78.7214774,002801
051002802,051,2563,35.0317887,-78.6837135,002802
051002900,051,4197,34.8984984,-78.6772362,002900
051003002,051,2777,34.9222106,-78.8228948,003002
051003003,051,7343,34.9062379,-78.9072514,003003
051003004,051,7738,34.8852267,-78.8689318,003004
051003102,051,6518,34.9629983,-79.0216412,003102
051003103,051,6683,34.9619383,-78.9848678,003103
051003105,051,4650,34.9469395,-78.9604581,003105
051003106,051,2102,34.9340937,-78.9513522,003106
051003203,051,5654,35.0268143,-78.9798186,003203
051003205,051,5168,35.0274026,-79.0141829,003205
051003206,051,5873,35.0093653,-79.0400437,003206
051003207,051,7742,34.9902288,-78.9958033,003207
051003208,051,3726,35.0297398,-78.9906416,003208
051003209,051,4600,35.0123774,-78.9937676,003209
051003302,051,5782,35.0512889,-78.9930864,003302
051003304,051,7157,35.0922341,-78.9809472,003304
051003307,051,3885,35.0509716,-79.0219888,003307
051003310,051,5085,35.0664528,-79.006103,003310
051003311,051,2862,35.0615118,-79.0052574,003311
051003312,051,6505,35.0652978,-79.0574315,003312
051003313,051,6951,35.046036,-79.0728205,003313
051003314,051,7345,35.0472473,-79.0485159,003314
051003315,051,4191,35.0888246,-79.0027768,003315
051003316,051,2133,35.0928254,-79.0173507,003316
051003317,051,3577,35.0746829,-78.9910825,003317
051003318,051,2496,35.0778174,-79.0070409,003318
051003401,051,2630,35.174034,-79.006925,003401
051003403,051,3524,35.1410519,-79.0175892,003403
051003404,051,2469,35.1246987,-79.0154399,003404
051003408,051,5252,35.1352263,-78.9638524,003408
051003409,051,3703,35.1525394,-79.0095428,003409
051003410,051,4903,35.1245148,-78.9897361,003410
051003501,051,3532,35.1748705,-78.9848446,003501
051003502,051,1752,35.1735919,-78.9695262,003502
051003601,051,2902,35.1974564,-78.9598769,003601
051003602,051,2119,35.2015381,-78.9935046,003602
051003700,051,7506,35.2010072,-78.8264029,003700
051003800,051,2588,35.0603197,-78.8744556,003800
051980100,051,427,35.1165719,-79.0601671,980100
051980200,051,200,35.1559864,-78.9318502,980200
053110101,053,1457,36.331206,-75.8512027,110101
053110102,053,1486,36.5059811,-75.9583353,110102
053110201,053,5126,36.4912295,-76.1929992,110201
053110202,053,3889,36.5230983,-76.1239456,110202
053110301,053,4721,36.4642796,-76.0285207,110301
053110302,053,3480,36.389279,-76.0353814,110302
053110401,053,3568,36.3680438,-75.9270503,110401
053110403,053,1734,36.1610047,-75.8229294,110403
053110404,053,2639,36.2072316,-75.8891664,110404
